accession	accession_version	length	database	sra_accessions	strain	region	location	date	date_released	date_updated	host	sample_type	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors
MF598678	MF598678.1	30123	GenBank		MF598678	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598679	MF598679.1	30123	GenBank		MF598679	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598680	MF598680.1	30123	GenBank		MF598680	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598681	MF598681.1	30123	GenBank		MF598681	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598682	MF598682.1	30123	GenBank		MF598682	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598683	MF598683.1	30123	GenBank		MF598683	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598684	MF598684.1	30123	GenBank		MF598684	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598685	MF598685.1	30123	GenBank		MF598685	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598686	MF598686.1	30123	GenBank		MF598686	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598687	MF598687.1	30123	GenBank		MF598687	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598688	MF598688.1	30123	GenBank		MF598688	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598689	MF598689.1	30121	GenBank		MF598689	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598690	MF598690.1	30123	GenBank		MF598690	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598691	MF598691.1	30123	GenBank		MF598691	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598692	MF598692.1	30123	GenBank		MF598692	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598693	MF598693.1	30123	GenBank		MF598693	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598694	MF598694.1	30123	GenBank		MF598694	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598695	MF598695.1	30123	GenBank		MF598695	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598696	MF598696.1	30123	GenBank		MF598696	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598697	MF598697.1	30123	GenBank		MF598697	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598698	MF598698.1	30123	GenBank		MF598698	Asia		2015-03-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598699	MF598699.1	30123	GenBank		MF598699	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598700	MF598700.1	30123	GenBank		MF598700	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598701	MF598701.1	30123	GenBank		MF598701	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598702	MF598702.1	30123	GenBank		MF598702	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598703	MF598703.1	30123	GenBank		MF598703	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598704	MF598704.1	30123	GenBank		MF598704	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598705	MF598705.1	30123	GenBank		MF598705	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598706	MF598706.1	30123	GenBank		MF598706	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598707	MF598707.1	30123	GenBank		MF598707	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598708	MF598708.1	30123	GenBank		MF598708	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598709	MF598709.1	30123	GenBank		MF598709	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598710	MF598710.1	30123	GenBank		MF598710	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598711	MF598711.1	30123	GenBank		MF598711	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598712	MF598712.1	30123	GenBank		MF598712	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598713	MF598713.1	30123	GenBank		MF598713	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598714	MF598714.1	30123	GenBank		MF598714	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
MF598715	MF598715.1	30123	GenBank		MF598715	Asia		2015-04-XX	2017-11-15	2017-11-15	Camelus dromedarius	oronasopharynx		Yusof,M.F.,Queen,K.,Eltahir,Y.M.,Paden,C.R.,Al Hammadi,Z.M.A.H.,Tao,Y.,Li,Y.,Khalafalla,A.I.,Shi,M.,Zhang,J.,Mohamed,M.S.A.E.,Abd Elaal Ahmed,M.H.,Azeez,I.A.,Bensalah,O.K.,Eldahab,Z.S.,Al Hosani,F.I.,Gerber,S.I.,Hall,A.J.,Tong,S.,Al Muhairi,S.S.,Al Hammadi,Z.M.,Mohamed,M.S.,Ahmed,M.H.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	United Arab Emirates		Yusof et al
